PRT_ID,Model_1,Model_2,Model_3
P05962,10884989000.0,10356867000.0,3719797800.0
P02241,13941766000.0,11994166000.0,4184935400.0
P08320,9465478000.0,9585666000.0,3340838000.0
P00967,17718410000.0,13967516000.0,4706698000.0
P05444,14086504000.0,11999867000.0,4083135000.0
P08917,20716940000.0,15534565000.0,4958735400.0
P05725,10843434000.0,10283662000.0,3683466200.0
P05156,19300987000.0,14763962000.0,4832565000.0
P06019,18598134000.0,14422014000.0,4773707000.0
P04103,21640856000.0,16041214000.0,5226242000.0
P06915,21558890000.0,15976604000.0,5168974000.0
P02825,15706497000.0,12931549000.0,4312896500.0
P08677,18333655000.0,14233876000.0,4629488600.0
P00747,21037940000.0,15679402000.0,5074266000.0
P03165,11553055000.0,10654981000.0,3677520100.0
P08184,22198383000.0,16315185000.0,5224303600.0
P00057,10200325000.0,9993524000.0,3447009500.0
P07132,21613707000.0,16049555000.0,5136890400.0
P07993,19368370000.0,14800296000.0,4854531000.0
P06513,18560707000.0,14400933000.0,4690199600.0
P00182,19188167000.0,14756035000.0,4892369000.0
P04112,9916727000.0,9879775000.0,3564298200.0
P01235,21608577000.0,16022530000.0,5251977700.0
P02907,14372020000.0,12175474000.0,4109977600.0
P01676,9011018000.0,9352321000.0,3314809900.0
P09601,20027765000.0,15093785000.0,4872399000.0
P03736,11763028000.0,10788526000.0,3747055600.0
P04543,25372914000.0,18015875000.0,5798923000.0
P06732,20494660000.0,15368164000.0,4945370000.0
P06367,8190571000.0,8793002000.0,3193809400.0
P07925,19141755000.0,14725052000.0,4765288400.0
P05796,22072338000.0,16294141000.0,5204482000.0
P09572,17451809000.0,13753623000.0,4563322000.0
P06291,18436766000.0,14360230000.0,4740259000.0
P01360,11178811000.0,10533471000.0,3734137900.0
P01066,,,
P01626,16178651000.0,13185988000.0,4523389000.0
P09371,14840277000.0,12412046000.0,4252667400.0
P02744,12457763000.0,11145314000.0,3972517400.0
P05354,12000565000.0,10927098000.0,3864400400.0
P07004,23884276000.0,17225824000.0,5573963000.0
P00542,19812635000.0,15077865000.0,4930690600.0
P02925,11623535000.0,10760642000.0,3816456700.0
P00903,18279200000.0,14212266000.0,4732020700.0
P03609,13566048000.0,11745530000.0,4088955100.0
P01173,22226958000.0,16329297000.0,5256196000.0
P02811,17720504000.0,13989450000.0,4699457500.0
P09699,20788173000.0,15524633000.0,5122157600.0
P00402,18954306000.0,14631117000.0,4808285000.0
P08147,17901842000.0,14061859000.0,4694853600.0
P07667,10316818000.0,10076946000.0,3608028400.0
P06840,26718587000.0,18704333000.0,6007387000.0
P01465,13474077000.0,11719424000.0,4131275800.0
P06724,18587021000.0,14413691000.0,4727712000.0
P05592,27535370000.0,19140698000.0,6010146300.0
P01109,9747804000.0,9765976000.0,3550686700.0
P00864,20544205000.0,15417895000.0,5060210700.0
P01045,20706247000.0,15506330000.0,4965098500.0
P02751,16357955000.0,13229489000.0,4484753400.0
P03576,22056227000.0,16239839000.0,5214495000.0
P06656,10272130000.0,10074419000.0,3496464000.0
P08947,18864190000.0,14538979000.0,4777607000.0
P04605,16076781000.0,13106635000.0,4397990400.0
P00724,21790943000.0,16102296000.0,5156077600.0
P07732,21593975000.0,16014391000.0,5269889000.0
P00257,22458458000.0,16471857000.0,5373553700.0
P01703,13521789000.0,11722257000.0,4025567700.0
P08968,22187730000.0,16308802000.0,5272121000.0
P01554,11581183000.0,10685865000.0,3820110000.0
P09136,12115381000.0,10960923000.0,3910233000.0
P02721,10376398000.0,10082777000.0,3673656000.0
P00216,17695920000.0,13955351000.0,4657006000.0
P00939,11144749000.0,10546763000.0,3686636000.0
P05754,16398105000.0,13252742000.0,4486344700.0
P04410,16094415000.0,13111243000.0,4321018000.0
P05984,13752472000.0,11890549000.0,4077526000.0
P02973,15822657000.0,13018282000.0,4322211000.0
P03561,11575148000.0,10757900000.0,3848533500.0
P08859,11930155000.0,10901049000.0,3751952600.0
P10015,21700186000.0,15981494000.0,5112488000.0
P00880,18235167000.0,14281066000.0,4745550000.0
P04378,13200744000.0,11551321000.0,3920159200.0
P06486,21169623000.0,15747256000.0,5160599600.0
P05613,18964494000.0,14660763000.0,4891591000.0
P06264,27515052000.0,19148644000.0,6097322000.0
P00100,20027134000.0,15164308000.0,4878272500.0
P09469,13792380000.0,11865895000.0,4021528300.0
P05917,18985482000.0,14668699000.0,4846606000.0
P09804,22017750000.0,16196895000.0,5159738400.0
P06628,21592246000.0,16039062000.0,5226880000.0
P04665,13194283000.0,11591323000.0,4007722500.0
P07416,24948877000.0,17792397000.0,5700470000.0
P01622,20125840000.0,15196165000.0,4879824000.0
P04218,23166890000.0,16851052000.0,5347342300.0
P01272,10732128000.0,10325787000.0,3568594400.0
P04895,21087260000.0,15773644000.0,5111287000.0
P06073,9488441000.0,9554711000.0,3514339300.0
P00756,13882534000.0,11937991000.0,4092433400.0
P02521,15148175000.0,12613911000.0,4302252000.0
P02979,10805829000.0,10270218000.0,3575218700.0
P09720,21975486000.0,16147196000.0,5325321000.0
P03081,17213096000.0,13702530000.0,4668713000.0
P08755,11959516000.0,10895600000.0,3711455200.0
P03724,10637384000.0,10272815000.0,3691507700.0
P05888,18442707000.0,14337108000.0,4646814700.0
P04052,22332680000.0,16361233000.0,5372694500.0
P00019,13877837000.0,11980888000.0,4126902800.0
P01568,13118190000.0,11500586000.0,4055102200.0
P05965,11054043000.0,10473216000.0,3704508400.0
P08790,21987180000.0,16205787000.0,5143001000.0
P08430,18969817000.0,14661668000.0,4816377000.0
P02750,13228129000.0,11609170000.0,3997811200.0
P00297,9861325000.0,9851017000.0,3515606300.0
P04217,17584787000.0,13946137000.0,4708620300.0
P01084,18522106000.0,14337509000.0,4739193000.0
P02982,20289331000.0,15354513000.0,4977733600.0
P01525,8115051500.0,8786188000.0,3140421400.0
P01070,10365856000.0,10125033000.0,3653790500.0
P07947,13674307000.0,11826128000.0,4073384000.0
P03690,16365695000.0,13210612000.0,4456662000.0
P08169,10204172000.0,10014299000.0,3519255300.0
P03054,14023692000.0,12058522000.0,4061275100.0
P06786,21707403000.0,16054572000.0,5240291000.0
P03173,21180991000.0,15800164000.0,5057208300.0
P00051,13625189000.0,11800295000.0,3970690000.0
P04493,21910970000.0,16186025000.0,5176403500.0
P09230,14555025000.0,12323088000.0,4141194200.0
P03669,13529772000.0,11773591000.0,3979826200.0
P06517,20918804000.0,15661384000.0,5164301300.0
P07250,18748817000.0,14424844000.0,4705584000.0
P02450,18540210000.0,14437057000.0,4720688000.0
P04444,26013313000.0,18334622000.0,5801384400.0
P08152,20051698000.0,15199178000.0,4893117000.0
P02691,13978694000.0,11986311000.0,4022640000.0
P09447,13889153000.0,11923310000.0,4177790500.0
P06410,12322407000.0,11140993000.0,3957882400.0
P05909,11476747000.0,10656758000.0,3836547000.0
P07494,23852605000.0,17185966000.0,5580728300.0
P04979,12772005000.0,11327643000.0,3838659600.0
P02496,18952333000.0,14636067000.0,4927888400.0
P03913,14934855000.0,12482073000.0,4232423400.0
P07898,19745485000.0,15019182000.0,4942584000.0
P08712,11426175000.0,10660119000.0,3793823500.0
P01822,16235318000.0,13144159000.0,4449502000.0
P05648,19794629000.0,15001360000.0,4977535500.0
P09600,21137793000.0,15752899000.0,5062563300.0
P01918,11838515000.0,10847551000.0,3785044500.0
P04041,14582276000.0,12317976000.0,4229375000.0
P00358,14622835000.0,12361054000.0,4231306500.0
P06196,25331500000.0,17971090000.0,5786338000.0
P06038,26724262000.0,18760410000.0,5883323000.0
P01779,9751620000.0,9700091000.0,3499453000.0
P08294,11367887000.0,10564874000.0,3655603200.0
P06586,20468077000.0,15425329000.0,5109797000.0
P03166,12378714000.0,11105929000.0,3901591600.0
P02066,15409969000.0,12728273000.0,4252543000.0
P08703,13865913000.0,11886168000.0,4140098600.0
P02119,8206926000.0,8849175000.0,3095717600.0
P02432,18790620000.0,14490253000.0,4683561000.0
P03607,8997787000.0,9323280000.0,3326383000.0
P01076,22510148000.0,16506774000.0,5225572400.0
P01657,8838185000.0,9243345000.0,3322070500.0
P02581,18001316000.0,14086647000.0,4711282700.0
P09670,17415436000.0,13757913000.0,4580139000.0
P09107,20737250000.0,15522387000.0,5141604400.0
P03495,23034331000.0,16803004000.0,5338473500.0
P09274,11445116000.0,10621172000.0,3749699600.0
P08207,12069905000.0,10915645000.0,3855637500.0
P01560,14644679000.0,12372837000.0,4229224000.0
P04619,14552253000.0,12302471000.0,4281952800.0
P02626,16845216000.0,13482943000.0,4547670000.0
P06703,19297376000.0,14793718000.0,4951690000.0
P05948,17801605000.0,14001682000.0,4596745000.0
P01796,12185083000.0,11037807000.0,3774381000.0
P02308,25040048000.0,17817278000.0,5733251000.0
P05308,16949769000.0,13586635000.0,4588811300.0
P05182,21312657000.0,15846838000.0,5221564000.0
P02402,22181452000.0,16354640000.0,5218495500.0
P09309,14315162000.0,12166573000.0,4094429000.0
P07537,20097348000.0,15232225000.0,5076774400.0
P05709,14803948000.0,12451768000.0,4217953300.0
P09451,19027444000.0,14669154000.0,4757680600.0
P08644,14778079000.0,12446071000.0,4232984000.0
P02330,16037272000.0,13087412000.0,4402249000.0
P03546,8548228000.0,9014312000.0,3232971300.0
P00948,13671500000.0,11805374000.0,4115852800.0
P05218,13016556000.0,11516970000.0,4069719600.0
P04416,11270551000.0,10533837000.0,3695317800.0
P09854,19739886000.0,15038574000.0,4858244000.0
P04716,13656272000.0,11838102000.0,4032682500.0
P05980,12877367000.0,11396482000.0,3962561000.0
P04530,18133613000.0,14205646000.0,4728835600.0
P00726,14278997000.0,12177545000.0,4255961600.0
P03345,19355185000.0,14836335000.0,4783735000.0
P07056,11126306000.0,10462001000.0,3682964000.0
P06075,12725231000.0,11266270000.0,3961653000.0
P09177,22186230000.0,16306260000.0,5292716000.0
P02438,19982082000.0,15095224000.0,4871559000.0
P06518,20228872000.0,15251368000.0,5025047000.0
P05438,19799398000.0,15055385000.0,5025352700.0
P06976,21694020000.0,16023542000.0,5182904300.0
P06914,17848267000.0,14084511000.0,4744597500.0
P09237,21313507000.0,15868196000.0,5240029000.0
P01545,10190812000.0,9966558000.0,3529439700.0
P09004,17674824000.0,13870935000.0,4687788000.0
P04333,17369200000.0,13735686000.0,4605582000.0
P03359,20062239000.0,15208856000.0,4974057000.0
P09026,10102286000.0,9982826000.0,3464845300.0
P04972,14811942000.0,12460991000.0,4219755300.0
P01781,12973002000.0,11403921000.0,3990789600.0
P05108,12701639000.0,11276765000.0,3959842000.0
P06639,17414982000.0,13785250000.0,4682622500.0
P02094,10237204000.0,9987842000.0,3453879800.0
P07640,19739435000.0,14991032000.0,4830020600.0
P00677,13044234000.0,11464097000.0,4014008300.0
P01694,18676525000.0,14484887000.0,4747975000.0
P04883,25392953000.0,18030653000.0,5747241000.0
P02767,9643563000.0,9665502000.0,3353681700.0
P07849,13510828000.0,11738756000.0,3944714500.0
P01771,18097640000.0,14165799000.0,4768972000.0
P06745,22533935000.0,16535841000.0,5424369000.0
P07650,9624489000.0,9655869000.0,3404846800.0
P06943,15295068000.0,12717446000.0,4224083700.0
P00452,22306914000.0,16417342000.0,5371445000.0
P01298,14850702000.0,12481686000.0,4226772200.0
P00255,13573021000.0,11772403000.0,4113270500.0
P08682,19899238000.0,15081523000.0,4990938600.0
P08086,9921114000.0,9817261000.0,3486557700.0
P05251,12401713000.0,11183011000.0,3997742300.0
P06508,10458083000.0,10109284000.0,3516936200.0
P02223,12783458000.0,11360012000.0,3839684600.0
P06306,12323715000.0,11104823000.0,3844085800.0
P01851,13559257000.0,11737383000.0,3951565300.0
P06446,11805302000.0,10856667000.0,3774532900.0
P01933,15971471000.0,13101941000.0,4490630000.0
P05775,13647737000.0,11767371000.0,4099184000.0
P00704,11335369000.0,10570319000.0,3644615000.0
P02813,11419206000.0,10631596000.0,3752884000.0
P01533,18393210000.0,14312675000.0,4635081000.0
P03429,10945661000.0,10396162000.0,3634377000.0
P01981,14526735000.0,12242571000.0,4218306000.0
P00716,19287478000.0,14754819000.0,4754793500.0
P05961,12670820000.0,11267896000.0,3875224300.0
P03417,16303828000.0,13273684000.0,4469059600.0
P00632,20473680000.0,15449547000.0,4949203000.0
P08715,22316870000.0,16332785000.0,5171141600.0
P03132,14801084000.0,12404343000.0,4170260500.0
P05135,18809434000.0,14560772000.0,4896563700.0
P06896,11711553000.0,10761714000.0,3726649000.0
P02827,14188319000.0,12145748000.0,4156380400.0
P07104,13632752000.0,11781196000.0,4032930300.0
P00990,9958778000.0,9881253000.0,3545024000.0
P06682,13802811000.0,11897078000.0,4162620400.0
P07178,10634484000.0,10228334000.0,3574627600.0
P02500,11060251000.0,10470568000.0,3767238400.0
P08284,16546778000.0,13348049000.0,4417288000.0
P09119,20884656000.0,15643310000.0,5005149000.0
P04044,8471661000.0,9022602000.0,3275740700.0
P06807,22175332000.0,16299258000.0,5361152000.0
P05363,9319495000.0,9461038000.0,3447558100.0
P07245,11114434000.0,10481985000.0,3619972600.0
P09202,14155457000.0,12058124000.0,4057463300.0
P06996,19912397000.0,15154393000.0,4969366500.0
P07814,20217823000.0,15267671000.0,5009286700.0
P00577,14368878000.0,12203313000.0,4203016200.0
P02178,10592232000.0,10183968000.0,3589750800.0
P07514,22483945000.0,16490278000.0,5278856000.0
P02501,22111242000.0,16287095000.0,5377711600.0
P05000,15781396000.0,12953534000.0,4377450500.0
P08524,17412205000.0,13735983000.0,4658931700.0
P01684,21713265000.0,15990751000.0,5074517000.0
P07739,15062958000.0,12620425000.0,4324865000.0
P09214,17851406000.0,14056763000.0,4652943400.0
P05636,18824217000.0,14510635000.0,4693391400.0
P03842,14668212000.0,12312968000.0,4122205200.0
P00976,21105795000.0,15782347000.0,5115934000.0
P03292,18227500000.0,14253963000.0,4781725700.0
P08244,10289581000.0,10015695000.0,3458149400.0
P03446,17472570000.0,13816045000.0,4674926600.0
P03223,20972016000.0,15688497000.0,5077691400.0
P08860,19099330000.0,14705465000.0,4741768000.0
P03879,17446980000.0,13844156000.0,4562059300.0
P09950,21855607000.0,16152111000.0,5338615300.0
P01151,19659475000.0,14977319000.0,4869839400.0
P01636,10908639000.0,10378237000.0,3599001900.0
P02306,14915668000.0,12471353000.0,4210801700.0
P00134,19359353000.0,14865800000.0,4795727000.0
P05712,21377976000.0,15881868000.0,5109675000.0
P03733,10127491000.0,9972818000.0,3479266600.0
P02524,12793362000.0,11328121000.0,4027443700.0
P00066,11645049000.0,10820112000.0,3818129400.0
P02656,18003306000.0,14083941000.0,4606544000.0
P01049,13270264000.0,11606770000.0,4073441300.0
P08487,13238502000.0,11616206000.0,4016129300.0
P07085,13899491000.0,11948110000.0,4118864400.0
P06391,17995262000.0,14107697000.0,4689160000.0
P06358,8408331300.0,8939468000.0,3311360500.0
P02020,21145752000.0,15757517000.0,5109731300.0
P06888,22343570000.0,16346669000.0,5276131000.0
P09883,21770785000.0,16018564000.0,5085127700.0
P01857,19075457000.0,14693392000.0,4797794300.0
P06125,23731620000.0,17167221000.0,5595523000.0
P03370,20009654000.0,15156829000.0,4867613000.0
P06119,9925407000.0,9884887000.0,3493363700.0
P09157,14935016000.0,12506061000.0,4205561300.0
P08292,24949455000.0,17771650000.0,5664729000.0
P05989,11675575000.0,10736907000.0,3840400400.0
P08209,10548312000.0,10179746000.0,3579224000.0
P06169,8753239000.0,9194109000.0,3333578500.0
P03760,14956283000.0,12561073000.0,4375018500.0
P09604,20489318000.0,15387453000.0,5021869600.0
P02442,11821674000.0,10870923000.0,3715998200.0
P05333,11994168000.0,10975324000.0,3814675000.0
P04472,10166279000.0,9993696000.0,3604017200.0
P08963,14176152000.0,12119746000.0,4140587800.0
P05293,13011634000.0,11490128000.0,4021373700.0
P03988,13843253000.0,11916012000.0,4052975400.0
P04462,13583450000.0,11802569000.0,4122873300.0
P06252,12268216000.0,11016660000.0,3922245600.0
P07831,18694330000.0,14471771000.0,4782355500.0
P06757,12058994000.0,10996906000.0,3752555000.0
P06108,22933210000.0,16725487000.0,5360876500.0
P09657,18941139000.0,14559560000.0,4883791000.0
P06891,20151554000.0,15232948000.0,5018046500.0
P02052,14774868000.0,12411752000.0,4137991200.0
P09896,19057136000.0,14633563000.0,4773511000.0
P06974,22265092000.0,16323546000.0,5368745500.0
P01181,14300594000.0,12181093000.0,4067135500.0
P01521,19013972000.0,14635583000.0,4808322000.0
P07513,26876832000.0,18790783000.0,5930603000.0
P02671,18946128000.0,14625110000.0,4822092000.0
P05525,13570106000.0,11768699000.0,4152960800.0
P09167,9194107000.0,9478262000.0,3349964500.0
P07980,21366034000.0,15801806000.0,5226915000.0
P01052,9746681000.0,9764749000.0,3387710200.0
P02215,11839717000.0,10802485000.0,3743320300.0
P05077,10397429000.0,10097092000.0,3654320000.0
P08234,19264958000.0,14721247000.0,4794543600.0
P00430,15065353000.0,12573428000.0,4259064600.0
P08541,14089224000.0,12009220000.0,4150983700.0
P05272,26724676000.0,18756061000.0,5961298000.0
P00821,10016370000.0,9894072000.0,3556837000.0
P02127,16506640000.0,13379869000.0,4542372000.0
P07088,21975020000.0,16147140000.0,5274453500.0
P08730,9969732000.0,9908129000.0,3424769800.0
P07546,14316107000.0,12192910000.0,4113489000.0
P01650,22291874000.0,16389949000.0,5204461000.0
P01463,14327314000.0,12223629000.0,4167752700.0
P03357,13506449000.0,11780030000.0,4106024400.0
P04891,20222611000.0,15270431000.0,5017044000.0
P04031,22454690000.0,16426366000.0,5367314000.0
P06273,19390132000.0,14788111000.0,4866370000.0
P02310,14326239000.0,12176864000.0,4218853600.0
P00569,9783079000.0,9786376000.0,3575739400.0
P04216,18550995000.0,14368552000.0,4655905000.0
P08019,21948938000.0,16180281000.0,5272088600.0
P02932,11149552000.0,10521218000.0,3747145500.0
P07243,18876008000.0,14541445000.0,4763627500.0
P04387,18819981000.0,14586257000.0,4842349000.0
P00826,11530500000.0,10685211000.0,3825558500.0
P08608,11139132000.0,10517019000.0,3727530000.0
P09868,17739220000.0,13897509000.0,4521144300.0
P05698,19059240000.0,14686125000.0,4850162000.0
P04441,14201387000.0,12090339000.0,4209182700.0
P08025,9778682000.0,9737646000.0,3463301600.0
P02512,14385191000.0,12184411000.0,4108097800.0
P02229,26607630000.0,18693960000.0,6014738400.0
P00434,12546646000.0,11263536000.0,3940753700.0
P09776,21188000000.0,15806447000.0,5061789000.0
P06657,13398195000.0,11655469000.0,4031487700.0
P01861,10729472000.0,10295463000.0,3737294000.0
P05284,10955187000.0,10442374000.0,3701111600.0
P03255,20140410000.0,15255705000.0,5064793600.0
P04984,14464050000.0,12256161000.0,4228188200.0
P02434,15807462000.0,13014405000.0,4464834600.0
P00666,13942861000.0,11990324000.0,4055603200.0
P03687,11888024000.0,10857366000.0,3728829200.0
P09970,20238266000.0,15205923000.0,4969315000.0
P01855,10443264000.0,10146544000.0,3586799000.0
P01774,14984401000.0,12579457000.0,4370390000.0
P06204,14465497000.0,12250156000.0,4120535800.0
P04688,15729558000.0,12901176000.0,4402774000.0
P08084,16558816000.0,13378202000.0,4432210000.0
P06415,9851169000.0,9778127000.0,3458132000.0
P07545,17867387000.0,13991521000.0,4610778000.0
P09170,19492290000.0,14885731000.0,4857604000.0
P06627,21736823000.0,16071980000.0,5122802000.0
P00584,10346408000.0,10117941000.0,3514178600.0
P06461,19339067000.0,14831102000.0,4852066300.0
P00892,22450018000.0,16446502000.0,5319678000.0
P03197,13281893000.0,11639071000.0,3953535000.0
P05277,13791354000.0,11843772000.0,4126852000.0
P03789,12958874000.0,11474007000.0,3882944800.0
P07164,19101915000.0,14690087000.0,4871158300.0
P06083,17668410000.0,13956893000.0,4560269300.0
P03762,10427225000.0,10089602000.0,3574388200.0
P03614,12164464000.0,10988055000.0,3914761200.0
P01114,20046143000.0,15151357000.0,4873123300.0
P09273,14932744000.0,12551045000.0,4296534500.0
P03149,15060586000.0,12562491000.0,4165461500.0
P00180,19034182000.0,14674063000.0,4843288000.0
P02806,17293610000.0,13715322000.0,4545696000.0
P03114,20067848000.0,15168042000.0,5065853000.0
P02262,14312286000.0,12164440000.0,4097932300.0
P04954,22322786000.0,16376860000.0,5340454000.0
P01011,17988512000.0,14132771000.0,4726409700.0
P00187,11002508000.0,10448268000.0,3602486300.0
P06685,16457154000.0,13300942000.0,4400720000.0
P07129,13038013000.0,11462833000.0,3939152600.0
P03423,20085467000.0,15173524000.0,4957014000.0
P06649,14492613000.0,12240788000.0,4103535600.0
P06332,18501114000.0,14418180000.0,4743005700.0
P09311,11262353000.0,10577316000.0,3758583000.0
P01024,22329720000.0,16384122000.0,5262905000.0
P05040,9361567000.0,9528616000.0,3432582100.0
P09047,14760305000.0,12413635000.0,4269671200.0
P07842,17469104000.0,13828019000.0,4532724700.0
P04140,21015943000.0,15714463000.0,5025450000.0
P03786,10455806000.0,10106870000.0,3504857000.0
P06989,17641714000.0,13877317000.0,4593888000.0
P02439,17001454000.0,13559638000.0,4442781700.0
P06462,21104488000.0,15757368000.0,5161852400.0
P08535,13773164000.0,11920934000.0,4194503200.0
P00638,12958677000.0,11418744000.0,4052326000.0
P02693,20299956000.0,15308462000.0,4916388000.0
P00858,11620030000.0,10766168000.0,3681327000.0
P06736,22886482000.0,16677265000.0,5424294000.0
P07427,22116719000.0,16198871000.0,5300666400.0
P06850,14874728000.0,12521293000.0,4319026000.0
P06812,19022082000.0,14644562000.0,4856391700.0
P07382,26998820000.0,18877827000.0,5987588000.0
P06136,11967451000.0,10936468000.0,3872056800.0
P03462,18814982000.0,14587785000.0,4871572500.0
P05891,19050922000.0,14634550000.0,4750899000.0
P01507,14113391000.0,12037128000.0,4021879600.0
P07057,13018660000.0,11496736000.0,3977193000.0
P00088,13400434000.0,11724968000.0,4054730000.0
P08903,19417772000.0,14799180000.0,4774958000.0
P00850,22056714000.0,16262276000.0,5243253000.0
P09153,17615368000.0,13887295000.0,4638507000.0
P02969,13348302000.0,11628987000.0,3964490500.0
P07150,13201293000.0,11551635000.0,3944847400.0
P01363,12256127000.0,11114782000.0,3857207800.0
P05331,10858293000.0,10388548000.0,3671684600.0
P09307,20903193000.0,15629054000.0,5143568400.0
P06842,11942427000.0,10948950000.0,3825118200.0
P08600,14204015000.0,12083664000.0,4052660200.0
P07272,9762330000.0,9773247000.0,3496346600.0
P00511,12220638000.0,11076338000.0,3817963500.0
P02167,18590487000.0,14366355000.0,4657018000.0
P03338,14238335000.0,12108842000.0,4179435500.0
P09610,21488873000.0,15895271000.0,5129246700.0
P01586,12951627000.0,11470384000.0,3878009900.0
P08414,10855454000.0,10389159000.0,3683980300.0
P07547,9775822000.0,9780668000.0,3537087000.0
P08375,19303137000.0,14812099000.0,4864676400.0
P01048,13589595000.0,11805704000.0,3983803100.0
P00298,14767484000.0,12389643000.0,4157694000.0
P07332,11537968000.0,10669926000.0,3739724800.0
P08690,19803394000.0,15050101000.0,4924166700.0
P02636,14117656000.0,12106121000.0,4066264300.0
P02396,10405131000.0,10103636000.0,3603727000.0
P08356,20304087000.0,15359020000.0,4993814500.0
P07425,18477644000.0,14288386000.0,4738882600.0
P04953,10827080000.0,10373449000.0,3698397700.0
P04805,13310363000.0,11632062000.0,4047046000.0
P01447,13951812000.0,11975201000.0,4185697800.0
P02176,16067424000.0,13105083000.0,4507468000.0
P05983,20392215000.0,15385311000.0,5095296000.0
P03500,19983944000.0,15168121000.0,4971003000.0
P00922,21344428000.0,15838128000.0,5149278000.0
P06678,14647294000.0,12373562000.0,4192820700.0
P00118,17442218000.0,13792485000.0,4545214500.0
P06027,11823667000.0,10884165000.0,3891234800.0
P08005,15467540000.0,12830467000.0,4317208600.0
P05923,17464242000.0,13860084000.0,4718483500.0
P08648,17841390000.0,14030080000.0,4670433000.0
P09577,18792565000.0,14498621000.0,4716369000.0
P03190,16961220000.0,13565088000.0,4511823400.0
P01606,12983624000.0,11496288000.0,4088386800.0
P03373,21433045000.0,15861617000.0,5159765000.0
P03062,21415807000.0,15924363000.0,5175290000.0
P08076,20188545000.0,15204694000.0,4873909000.0
P02944,12725933000.0,11352070000.0,3841926100.0
P02412,21435142000.0,15842572000.0,5123451000.0
P00796,19557180000.0,14898249000.0,4817719300.0
P05515,11747503000.0,10826818000.0,3766414800.0
P00580,11849859000.0,10884836000.0,3733083000.0
P02602,15157779000.0,12665793000.0,4266175500.0
P08235,20960612000.0,15615025000.0,4987731000.0
P06557,18669388000.0,14461678000.0,4805603000.0
P06271,10772511000.0,10272147000.0,3655603200.0
P09788,19347106000.0,14741671000.0,4875627000.0
P04500,11467727000.0,10677288000.0,3823607600.0
P04279,21169030000.0,15769117000.0,5199525000.0
P05854,19446909000.0,14843212000.0,4910738400.0
P04977,10640604000.0,10228543000.0,3647425500.0
P01850,16956940000.0,13562269000.0,4513529000.0
P03717,18143916000.0,14208651000.0,4708548600.0
P05008,11485575000.0,10669509000.0,3715551200.0
P05780,16553978000.0,13377096000.0,4429202400.0
P00363,10906233000.0,10421305000.0,3628456000.0
P06053,20305764000.0,15368289000.0,5120475000.0
P01975,17481163000.0,13814475000.0,4579987500.0
P04101,24328602000.0,17467953000.0,5517624300.0
P05017,17537954000.0,13893955000.0,4624215000.0
P07892,17810706000.0,13963520000.0,4580236000.0
P05685,10885407000.0,10385421000.0,3585344500.0
P02735,20409680000.0,15420605000.0,5105432600.0
P07500,14153025000.0,12058701000.0,4030853000.0
P04850,9317360000.0,9526815000.0,3430830000.0
P06611,8953795000.0,9269320000.0,3389013800.0
P05047,15986745000.0,13037658000.0,4442434600.0
P04551,16427905000.0,13335058000.0,4447865300.0
P04948,11564824000.0,10691695000.0,3651097000.0
P04085,21100851000.0,15664365000.0,5149172700.0
P04814,12477681000.0,11215785000.0,3829703400.0
P00480,12705470000.0,11288224000.0,3862201300.0
P08970,9202682000.0,9418374000.0,3384077000.0
P03377,10305204000.0,10023686000.0,3631502300.0
P07120,10645563000.0,10282451000.0,3637302800.0
P08982,20552700000.0,15400499000.0,5089431600.0
P06856,19490566000.0,14888667000.0,4915088400.0
P09697,21531173000.0,15936591000.0,5158638600.0
P06788,19136465000.0,14705812000.0,4870174000.0
P06556,21665247000.0,16052640000.0,5217751000.0
P01722,12122836000.0,10990580000.0,3914706400.0
P04826,20969790000.0,15665668000.0,5113255400.0
P02293,12139434000.0,10976803000.0,3892630300.0
P04402,16156436000.0,13147420000.0,4477531000.0
P02609,11175475000.0,10548880000.0,3819401700.0
P03716,26552822000.0,18665300000.0,5916533000.0
P07134,11846292000.0,10823759000.0,3856802800.0
P09689,21134910000.0,15703945000.0,5062531000.0
P08815,10840021000.0,10310076000.0,3675586300.0
P01029,15191584000.0,12685795000.0,4252661500.0
P02587,16908249000.0,13541644000.0,4521992000.0
P07612,21672854000.0,16061435000.0,5119319000.0
P07741,21130858000.0,15704924000.0,5012876300.0
P06094,8350998500.0,8885411000.0,3301973500.0
P06930,16504933000.0,13328378000.0,4463308000.0
P07420,11558830000.0,10679292000.0,3764003300.0
P09651,21897423000.0,16153489000.0,5265908700.0
P02231,15026996000.0,12527961000.0,4261830000.0
P06987,24888967000.0,17739670000.0,5653746000.0
P02380,8128064000.0,8752590000.0,3175171600.0
P06297,10966557000.0,10421647000.0,3693831200.0
P00877,10157332000.0,9945354000.0,3521429500.0
P04892,9851640000.0,9847958000.0,3556602000.0
P07851,13945417000.0,11994543000.0,4209541000.0
P01336,10330739000.0,10039079000.0,3496291300.0
P06381,18805772000.0,14549762000.0,4753072600.0
P08140,19591000000.0,14891779000.0,4899170000.0
P07774,21941620000.0,16200895000.0,5319859000.0
P08163,21848736000.0,16082334000.0,5174996000.0
P04253,18207214000.0,14240266000.0,4716757000.0
P09771,19372450000.0,14824858000.0,4859378000.0
P09506,21399884000.0,15916112000.0,5138300400.0
P06815,15556520000.0,12881129000.0,4430935000.0
