PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P00098,Chrompet,806,13-12-2014,57,1.0,1.0,3,Normal Sale,Yes,14-12-2008,Commercial,ELO,Paved,RM,4.3,5.0,4.8,4.73,332373,147721,12310100
P06422,Karapakkam,782,22-08-2009,124,1.0,1.0,2,AdjLand,Yes,30-08-1979,House,AllPub,Gravel,C,2.9,2.2,2.6,2.57,227639,107829,5990500
P02297,Anna Nagar,1995,29-10-2011,19,2.0,1.0,5,Family,No,04-11-1985,Commercial,ELO,Paved,RH,2.3,3.9,4.9,3.74,595977,287713,20550920
P01835,Karapakkam,659,30-01-2012,128,1.0,1.0,2,AdjLand,Yes,03-02-1994,Others,NoSewr ,No Access,A,2.2,3.1,4.1,3.23,212911,108628,4345125
P07857,T Nagar,1653,10-07-2008,164,1.0,1.0,4,Family,Yes,18-07-1976,Commercial,ELO,No Access,RM,2.0,2.9,2.1,2.27,589079,304041,19002540
P07442,KK Nagar,1702,08-11-2008,104,2.0,1.0,4,AdjLand,No,15-11-1982,Commercial,NoSeWa,Paved,RM,2.8,2.2,3.4,2.86,677199,323878,14721720
P01319,Anna Nagar,1649,11-08-2012,145,1.0,1.0,4,Partial,No,14-08-2002,Commercial,ELO,Gravel,RL,4.3,4.2,3.2,3.835,564110,131626,18803650
P09238,Velachery,1823,15-02-2007,200,3.0,2.0,5,AdjLand,Yes,26-02-1963,House,NoSewr ,Gravel,I,2.7,4.3,4.9,4.08,409987,143496,10249680
P04045,Karapakkam,877,17-11-2010,125,1.0,1.0,2,Partial,No,18-11-2004,Others,ELO,Gravel,RL,2.5,4.3,5.0,4.04,319764,71059,7105875
P05605,Karapakkam,1670,26-01-2010,167,2.0,2.0,4,AdjLand,Yes,02-02-1982,Others,NoSeWa,Gravel,RH,3.4,4.7,4.0,4.03,427529,91613,10179250
P05533,Chrompet,1285,07-02-2010,98,2.0,1.0,4,AbNormal,Yes,17-02-1970,Commercial,NoSewr ,Gravel,RM,3.9,4.5,2.7,3.78,479460,127856,15982000
P07510,Chrompet,946,18-10-2008,14,1.0,1.0,3,AdjLand,No,23-10-1991,Commercial,ELO,No Access,RL,3.8,3.1,4.5,3.73,368463,111656,11165550
P08326,Velachery,1521,14-02-2008,78,2.0,1.0,4,AdjLand,No,20-02-1982,Commercial,NoSeWa,No Access,RL,2.1,2.9,2.1,2.46,436632,231158,12842120
P03205,Karapakkam,942,05-05-2011,159,1.0,1.0,3,Normal Sale,Yes,15-05-1970,House,NoSeWa,Gravel,A,4.5,4.0,2.6,3.59,210230,105115,5255750
P03116,Anna Nagar,1740,24-05-2011,45,1.0,1.0,4,AbNormal,No,26-05-2003,Others,AllPub,No Access,RH,3.6,3.7,2.2,3.065,390704,219771,12209510
P05136,Anna Nagar,1867,23-04-2010,149,2.0,1.0,5,AbNormal,No,04-05-1965,House,NoSeWa,No Access,RH,2.3,2.6,2.0,2.255,268034,182263,10721350
P04802,Chrompet,940,28-06-2010,106,1.0,1.0,3,AdjLand,No,02-07-1994,House,NoSewr ,Gravel,RM,3.4,3.7,3.7,3.61,283386,160585,9446200
P06573,KK Nagar,1320,22-07-2009,123,1.0,1.0,3,Family,No,25-07-1997,Commercial,AllPub,Gravel,RH,4.5,2.2,3.8,3.53,450347,225174,11851240
P05557,Chrompet,1177,04-02-2010,114,1.0,1.0,3,AbNormal,No,11-02-1981,Commercial,ELO,No Access,RL,3.2,2.6,4.8,3.44,320735,148031,12335950
P04436,KK Nagar,1445,31-08-2010,165,2.0,1.0,4,Normal Sale,Yes,06-09-1984,Others,AllPub,Paved,RM,3.5,3.4,2.8,3.19,485479,151038,10788420
P01226,Anna Nagar,1767,13-10-2012,34,1.0,1.0,4,Normal Sale,Yes,23-10-1975,Commercial,AllPub,Gravel,RH,4.4,4.9,3.1,4.005,711588,365960,20331090
P00217,Chrompet,1094,12-09-2014,112,1.0,1.0,3,Normal Sale,No,19-09-1985,Commercial,AllPub,Paved,RH,3.2,4.9,2.4,3.64,349019,132387,12035150
P05110,Adyar,922,29-04-2010,40,1.0,1.0,3,AbNormal,No,08-05-1973,Others,ELO,Paved,C,2.9,4.5,2.7,3.12,212608,19328,6442655
P07180,Chrompet,919,27-01-2009,34,1.0,1.0,3,AdjLand,No,30-01-1997,Commercial,AllPub,Paved,RH,2.9,4.5,3.7,3.78,317425,102029,11336600
P01415,Chormpet,1254,22-05-2012,21,2.0,1.0,4,Family,No,26-05-1998,Others,ELO,Gravel,RM,2.0,3.7,3.0,2.98,357360,54145,10829080
P06569,KK Nagar,1721,23-07-2009,5,2.0,1.0,4,AbNormal,No,25-07-2003,House,NoSewr ,Gravel,RM,2.9,3.6,2.7,3.03,416049,128015,10667920
P05055,Karapakkam,649,07-05-2010,9,1.0,1.0,2,Family,No,19-05-1963,Commercial,AllPub,No Access,A,3.8,4.6,4.3,4.24,171968,43992,3999250
P00942,Chrompet,798,15-04-2013,166,1.0,1.0,2,Partial,No,24-04-1976,Commercial,NoSewr ,Paved,RH,2.3,2.6,3.6,2.81,253975,145129,9070550
P01067,Anna Nagar,1815,16-01-2013,48,2.0,1.0,5,Partial,No,20-01-1999,Commercial,NoSeWa,No Access,RM,5.0,3.4,3.0,3.8,534986,178329,19814280
P03921,Anna Nagar,1872,14-12-2010,172,2.0,1.0,5,Family,Yes,18-12-1995,Others,NoSewr ,Paved,RL,3.5,3.3,4.8,3.97,431426,267782,14876760
P05187,Adyar,1181,13-04-2010,160,1.0,1.0,3,AdjLand,No,19-04-1986,House,AllPub,No Access,RH,4.9,3.4,4.1,4.2,325195,85578,8557760
P02454,Karapakkam,690,01-10-2011,48,1.0,1.0,2,Family,Yes,07-10-1987,Commercial,ELO,Paved,C,3.7,2.0,4.3,3.43,264163,83759,6443000
P01573,Adyar,926,15-03-2012,169,1.0,1.0,3,Normal Sale,Yes,18-03-2001,House,NoSewr ,Gravel,I,4.0,4.4,3.8,3.98,282018,96944,8813065
P06622,Karapakkam,1283,12-07-2009,46,1.0,1.0,3,Normal Sale,No,21-07-1975,Others,NoSewr ,Gravel,RL,3.4,2.3,3.2,2.99,400679,179897,8177125
P00089,T Nagar,1942,20-12-2014,10,2.0,1.0,5,Family,No,29-12-1977,House,NoSeWa,Gravel,RH,4.6,3.1,2.9,,320599,61654,12330740
P01069,Chrompet,704,15-01-2013,127,1.0,1.0,2,Partial,Yes,23-01-1983,Others,NoSeWa,No Access,RM,2.5,2.6,5.0,3.29,217559,31080,7769980
P00530,Chrompet,946,30-01-2014,45,1.0,1.0,3,Partial,No,04-02-1993,House,AllPub,Paved,RL,2.1,5.0,3.5,3.68,234377,70313,7812550
P04514,Anna Nagar,1559,16-08-2010,46,1.0,1.0,4,Family,Yes,17-08-2005,House,AllPub,Gravel,RM,2.0,3.0,4.5,3.25,517955,258978,13630400
P03164,Karapakkam,1189,14-05-2011,11,1.0,1.0,3,AdjLand,Yes,24-05-1969,Commercial,NoSewr ,No Access,RL,2.8,2.7,2.0,2.45,415180,145313,10379500
P03273,Karapakkam,1236,21-04-2011,36,1.0,1.0,3,Normal Sale,No,30-04-1972,Commercial,NoSewr ,Paved,I,3.3,3.3,2.0,2.78,334638,114481,8806250
P01450,Chrompet,1142,28-04-2012,97,1.0,1.0,3,AbNormal,No,03-05-1993,House,ELO,Gravel,RH,3.5,4.8,2.3,3.66,210496,117878,8419850
P02338,Anna Nagar,1890,22-10-2011,54,2.0,1.0,5,AbNormal,Yes,01-11-1971,House,NoSewr ,Gravel,RH,3.9,4.6,5.0,4.515,374737,214135,13383450
P02850,Karapakkam,1435,12-07-2011,111,2.0,2.0,4,Normal Sale,Yes,15-07-1999,Commercial,NoSewr ,Gravel,C,3.5,3.6,2.9,3.29,535565,193715,11395000
P02980,Karapakkam,843,19-06-2011,73,1.0,1.0,2,AdjLand,No,22-06-1999,Others,NoSeWa,Gravel,A,2.3,4.7,2.9,3.26,225748,60200,5016625
P02582,Karapakkam,571,07-09-2011,0,1.0,1.0,2,AdjLand,Yes,11-09-1995,House,AllPub,Paved,A,4.5,2.7,2.5,3.16,180473,97178,4627500
P07548,KK Nagar,1494,08-10-2008,157,2.0,1.0,4,AbNormal,No,14-10-1984,House,AllPub,Paved,RM,2.4,4.5,3.5,3.47,439670,93547,9354680
P08420,Adyar,766,08-01-2008,81,1.0,1.0,2,AbNormal,Yes,13-01-1988,House,NoSeWa,Gravel,I,2.9,2.5,3.1,2.92,244432,7639,7638500
P03931,KK Nagar,1561,11-12-2010,70,2.0,1.0,4,AbNormal,No,12-12-2004,Commercial,NoSeWa,Paved,RL,4.8,4.9,3.4,4.27,485630,148387,13489720
P04186,KK Nagar,1432,21-10-2010,111,2.0,1.0,4,AdjLand,Yes,28-10-1983,Others,NoSewr ,Gravel,RM,3.8,2.5,4.6,3.73,344687,183833,11489580
P00108,Chrompet,992,07-12-2014,152,1.0,1.0,3,AdjLand,Yes,12-12-1993,House,ELO,Gravel,RM,3.9,4.4,4.5,4.28,344604,156638,10442550
P08650,T Nagar,1849,08-10-2007,39,2.0,1.0,5,AdjLand,No,15-10-1977,House,AllPub,Paved,RH,3.0,3.8,3.9,3.605,322737,99304,12412950
P10018,Velachery,1751,15-02-2004,148,2.0,1.0,4,AbNormal,Yes,24-02-1968,House,ELO,Paved,RM,2.7,4.1,4.6,3.9,333365,86030,10753720
P01534,KK Nagar,2323,23-03-2012,101,4.0,2.0,6,AdjLand,No,30-03-1985,Commercial,AllPub,Paved,RH,4.4,3.5,3.7,3.85,858938,315528,17529340
P06379,KK Nagar,1892,03-09-2009,16,3.0,2.0,5,Partial,Yes,09-09-1986,Others,AllPub,Paved,RL,4.8,3.2,3.4,3.76,357328,172901,11526700
P01987,KK Nagar,1969,02-01-2012,150,3.0,2.0,5,Normal Sale,No,04-01-2003,Commercial,NoSeWa,Gravel,RM,3.3,3.3,3.9,3.54,557356,320902,16889580
P03317,Adyar,876,14-04-2011,89,1.0,1.0,3,AdjLand,Yes,15-04-2004,House,NoSewr ,Paved,A,3.7,3.5,3.4,3.51,237894,14418,7208905
P00943,Anna Nagar,1558,15-04-2013,168,1.0,1.0,4,Normal Sale,No,18-04-2000,House,NoSewr ,Paved,RH,2.9,4.7,4.0,3.79,411987,140943,10841760
P09991,Velachery,1508,01-05-2004,54,2.0,1.0,4,Partial,No,13-05-1957,House,ELO,Paved,I,4.7,5.0,3.7,4.54,206724,137816,6890790
P07937,Chrompet,763,17-06-2008,13,1.0,1.0,2,Family,No,23-06-1986,Others,AllPub,Paved,RH,3.8,4.5,4.6,4.32,182947,49255,7036410
P05827,Chrompet,810,15-12-2009,1,1.0,1.0,3,Partial,No,16-12-2005,House,NoSewr ,Paved,RH,3.6,2.5,3.4,3.1,218080,68150,6815000
P01644,Adyar,1166,04-03-2012,49,1.0,1.0,3,Normal Sale,Yes,12-03-1980,Others,ELO,Gravel,RL,2.0,4.6,4.3,3.67,434069,55650,11129980
P00014,Anna Nagar,1525,12-02-2015,119,1.0,1.0,4,Normal Sale,No,20-02-1983,Commercial,AllPub,Paved,RL,4.2,3.9,5.0,4.445,526998,245932,17566590
P05992,Anna Nagar,1877,14-11-2009,47,2.0,1.0,5,Family,No,22-11-1979,Others,AllPub,No Access,RL,4.5,2.9,2.5,3.3,418064,156774,13064510
P01231,Chrompet,964,10-10-2012,166,1.0,1.0,3,Partial,Yes,12-10-2004,Others,NoSewr ,Paved,RM,2.1,2.4,3.7,2.7,322134,140934,10066680
P05595,Velachery,1615,28-01-2010,63,2.0,1.0,4,Family,No,30-01-2002,House,ELO,Gravel,RH,3.8,2.0,3.4,2.87,342147,126054,9003860
P06346,Chrompet,1261,10-09-2009,157,2.0,1.0,4,Partial,No,13-09-1997,Others,NoSeWa,Paved,RL,2.5,3.9,3.3,3.3,320713,77749,9718570
P07823,KK Nagar,1641,22-07-2008,144,2.0,1.0,4,AbNormal,No,24-07-2003,Others,AllPub,Paved,RH,4.3,2.9,2.5,3.16,373430,172352,9575120
P01859,Adyar,1082,26-01-2012,114,1.0,1.0,3,Family,No,29-01-1997,Commercial,AllPub,Paved,A,4.1,4.3,3.0,3.59,357741,32522,10840625
P09029,Chrompet,1139,08-05-2007,180,1.0,1.0,3,Family,No,11-05-1992,Others,ELO,Paved,RH,5.0,3.2,4.8,4.22,240864,111830,8602280
P08522,Chrompet,812,26-11-2007,2,1.0,1.0,3,Family,Yes,02-12-1982,House,NoSeWa,Paved,RL,4.5,2.5,2.4,3.07,258782,56609,8086950
P03887,Karapakkam,772,21-12-2010,152,1.0,1.0,2,AbNormal,Yes,02-01-1961,Commercial,AllPub,Gravel,I,2.2,3.3,2.3,2.57,288767,93654,7804500
P09762,Velachery,1648,05-09-2005,85,2.0,1.0,4,AbNormal,Yes,08-09-1992,Others,NoSewr ,No Access,A,4.9,3.4,3.2,3.72,321926,156836,8254510
P05935,Karapakkam,860,25-11-2009,84,1.0,1.0,2,AbNormal,No,05-12-1968,House,NoSewr ,Paved,A,2.4,3.1,3.9,3.21,117394,58697,3452750
P01279,Chrompet,733,06-09-2012,29,1.0,1.0,2,AdjLand,Yes,13-09-1987,Commercial,AllPub,No Access,RL,4.3,2.6,3.1,3.26,348109,84390,10548750
P01795,Velachery,1642,07-02-2012,80,2.0,1.0,4,Partial,No,18-02-1968,Commercial,NoSewr ,No Access,I,2.4,4.0,2.6,3.18,384571,221420,11653680
P07880,T Nagar,1788,06-07-2008,145,1.0,1.0,4,AdjLand,Yes,11-07-1991,Others,ELO,No Access,RL,4.6,3.0,5.0,4.38,426755,156477,14225180
P00590,T Nagar,1848,17-12-2013,15,2.0,1.0,5,AbNormal,Yes,21-12-1997,House,AllPub,Gravel,RL,4.4,2.6,2.0,2.87,458516,85972,14328620
P05099,Karapakkam,903,01-05-2010,88,1.0,1.0,3,AbNormal,Yes,09-05-1978,Commercial,NoSewr ,Gravel,RL,2.3,4.9,3.4,3.52,301890,191197,10063000
P03737,Adyar,936,20-01-2011,106,1.0,1.0,3,Normal Sale,Yes,26-01-1987,Others,ELO,Paved,RH,2.6,2.8,3.9,3.29,352492,108459,9038260
P00857,Anna Nagar,1819,13-06-2013,83,2.0,1.0,5,Family,Yes,17-06-1998,Others,NoSewr ,Paved,RL,4.8,2.0,2.7,3.26,494451,276311,14542670
P00327,Chrompet,1058,02-07-2014,200,1.0,1.0,3,Partial,Yes,09-07-1987,Commercial,ELO,Paved,RH,2.2,5.0,2.0,3.26,402503,48788,12197050
P09418,Anna Nagar,1903,16-12-2006,183,2.0,1.0,5,Family,No,23-12-1979,Others,NoSewr ,No Access,RL,4.6,3.9,3.3,3.905,474897,171491,13191580
P07752,Chrompet,862,12-08-2008,145,1.0,1.0,3,AbNormal,Yes,13-08-2004,Commercial,NoSeWa,Gravel,RM,4.6,4.8,4.1,4.53,398436,185937,13281200
P06370,Chrompet,1244,04-09-2009,189,2.0,1.0,4,Partial,Yes,14-09-1971,Others,ELO,Paved,RL,3.8,4.5,2.0,3.54,293909,40539,10134780
P08940,Chrompet,1055,11-06-2007,72,1.0,1.0,3,AbNormal,Yes,17-06-1980,House,AllPub,Paved,RM,3.5,4.8,3.8,4.11,330437,160212,10013250
P08569,Adyar,1118,04-11-2007,59,1.0,1.0,3,AbNormal,Yes,12-11-1972,House,ELO,Paved,I,2.0,4.4,2.3,2.63,273251,82803,8280325
P07320,Anna Nagar,1623,21-12-2008,183,1.0,1.0,4,AdjLand,Yes,29-12-1979,House,AllPub,No Access,RM,4.2,3.1,4.0,3.845,323228,116362,12929130
P02014,Karapakkam,508,25-12-2011,115,1.0,1.0,2,Family,Yes,29-12-1995,House,NoSeWa,Gravel,I,4.3,3.4,4.3,4.03,249876,62469,5679000
P05739,KK Nagar,1650,01-01-2010,129,2.0,1.0,4,Normal Sale,Yes,04-01-1997,Commercial,NoSewr ,Paved,RH,2.5,4.6,2.3,3.05,556852,271287,14278260
P07723,KK Nagar,1724,20-08-2008,197,2.0,1.0,4,Family,Yes,25-08-1990,Commercial,NoSewr ,Gravel,RM,4.1,2.5,3.8,3.5,534493,372525,16196760
P00720,Chrompet,1166,15-09-2013,110,1.0,1.0,3,Family,No,19-09-1997,Commercial,NoSeWa,Gravel,RM,3.4,4.4,4.5,4.13,370453,185227,14248200
P05338,Adyar,1103,14-03-2010,44,1.0,1.0,3,Family,No,17-03-1999,House,NoSeWa,Paved,I,4.7,4.8,2.8,3.77,230819,53858,7693965
P05399,Karapakkam,793,03-03-2010,153,1.0,1.0,2,Family,No,08-03-1989,Others,NoSeWa,No Access,I,4.7,4.3,2.1,3.54,184742,39588,4398625
P08896,Chrompet,1079,01-07-2007,37,1.0,1.0,3,Partial,Yes,04-07-1994,Others,NoSeWa,No Access,RM,4.1,3.3,4.0,3.75,266354,29595,9864980
P09937,Velachery,1929,18-08-2004,196,3.0,2.0,5,Normal Sale,Yes,26-08-1973,Commercial,ELO,Gravel,I,3.7,4.8,2.3,3.78,562480,160709,16070870
P05787,Adyar,1021,22-12-2009,176,1.0,1.0,3,Normal Sale,No,23-12-2004,Commercial,NoSeWa,Paved,I,3.5,4.8,2.5,3.26,361868,175098,11673175
P05625,Adyar,941,23-01-2010,154,1.0,1.0,3,Partial,No,31-01-1979,House,AllPub,Paved,A,2.6,2.3,4.0,3.24,207327,54560,5455965
P03957,Velachery,1682,05-12-2010,166,2.0,1.0,4,AdjLand,No,14-12-1975,House,AllPub,Paved,I,4.5,3.0,2.9,3.35,320137,151644,8424650
P03511,T Nagar,1902,13-03-2011,130,2.0,1.0,5,AbNormal,No,20-03-1982,Commercial,AllPub,Paved,RH,3.4,2.0,3.2,2.96,544913,262366,20181980
P05590,Chrompet,1136,29-01-2010,39,1.0,1.0,3,AbNormal,No,03-02-1990,Others,AllPub,No Access,RL,2.3,3.2,4.5,3.32,246465,123232,8802320
P06972,Chrompet,811,02-04-2009,39,1.0,1.0,3,AdjLand,No,12-04-1970,Commercial,ELO,Paved,RM,4.1,2.8,2.5,3.1,326702,163351,10890050
P02921,Adyar,1163,29-06-2011,97,1.0,1.0,3,AbNormal,No,05-07-1984,Others,ELO,Paved,C,2.1,4.9,2.5,2.86,308060,15403,7701505
P05215,KK Nagar,1823,10-04-2010,52,3.0,2.0,5,Family,Yes,16-04-1985,Commercial,AllPub,Gravel,RL,2.4,2.3,2.7,2.49,516554,371273,16142300
P08444,Adyar,655,29-12-2007,22,1.0,1.0,2,AdjLand,Yes,30-12-2000,Commercial,AllPub,Paved,RL,2.4,3.1,3.2,2.94,398972,68395,11399205
P05417,KK Nagar,1488,28-02-2010,97,2.0,1.0,4,Partial,No,07-03-1983,Others,AllPub,Paved,RH,2.3,5.0,4.1,3.83,405211,202606,8441900
P02151,Chrompet,832,29-11-2011,25,1.0,1.0,3,Partial,Yes,07-12-1978,House,AllPub,Gravel,RH,2.3,4.8,3.9,3.78,241661,56387,8055350
P03916,Chrompet,805,15-12-2010,45,1.0,1.0,3,Normal Sale,Yes,24-12-1972,Others,NoSewr ,Paved,RH,4.5,2.6,2.8,3.23,221630,94984,7915350
P06543,Adyar,951,27-07-2009,118,1.0,1.0,3,Normal Sale,Yes,31-07-1994,Others,NoSeWa,No Access,RL,5.0,3.0,3.3,3.75,355863,18730,9364825
P08149,T Nagar,1551,08-04-2008,81,1.0,1.0,4,Normal Sale,No,11-04-1998,Others,ELO,Paved,RL,4.7,3.5,4.3,4.22,360636,236279,12435730
P00640,Chrompet,1143,13-11-2013,106,1.0,1.0,3,Family,No,15-11-2004,Commercial,AllPub,Paved,RH,4.6,4.4,3.6,4.22,381485,101729,12716150
P03009,Velachery,1816,15-06-2011,29,3.0,2.0,5,Normal Sale,No,21-06-1985,Others,NoSewr ,Paved,I,3.9,2.6,2.1,2.78,339263,131936,9423970
P00300,Chrompet,935,16-07-2014,108,1.0,1.0,3,Family,Yes,20-07-1997,Others,NoSeWa,Gravel,RL,2.3,2.4,4.2,2.91,310954,106890,9717300
P02852,KK Nagar,2310,12-07-2011,125,4.0,2.0,6,Family,No,18-07-1985,Others,NoSeWa,Gravel,RM,3.8,3.4,4.8,4.08,636349,155841,12986720
P04082,KK Nagar,2478,12-11-2010,93,4.0,2.0,6,Partial,Yes,14-11-2003,Commercial,NoSewr ,Paved,RL,2.8,4.4,3.9,3.72,823239,156808,19600940
P06545,Karapakkam,943,26-07-2009,145,1.0,1.0,3,Normal Sale,Yes,02-08-1983,Commercial,AllPub,Paved,I,4.9,3.9,2.3,3.56,421272,105318,8776500
P09533,Velachery,1999,21-10-2006,45,3.0,2.0,5,AdjLand,Yes,25-10-1988,Commercial,NoSeWa,Paved,RM,2.8,4.5,2.2,3.39,713650,329377,18298710
P06203,Adyar,1032,06-10-2009,192,1.0,1.0,3,AdjLand,No,09-10-1999,Commercial,NoSeWa,Gravel,A,2.5,2.7,3.4,2.99,415808,157333,11238050
P02269,Chrompet,885,02-11-2011,32,1.0,1.0,3,AbNormal,No,10-11-1979,Commercial,NoSeWa,Paved,RH,4.5,2.9,2.5,3.26,272376,131144,10088000
P03773,Chrompet,759,13-01-2011,131,1.0,1.0,2,AdjLand,No,17-01-1996,Others,AllPub,Paved,RL,4.0,4.7,3.0,3.98,252628,57045,8149280
P05190,Karapakkam,1042,12-04-2010,27,1.0,1.0,3,Family,No,13-04-2005,Others,NoSeWa,Gravel,C,3.6,3.2,2.3,2.96,281930,143964,5998500
P02492,Anna Nagar,1554,24-09-2011,196,1.0,1.0,4,Normal Sale,No,30-09-1987,Commercial,NoSewr ,Gravel,RL,2.5,2.2,2.6,2.465,525545,108733,18122230
P06484,Chrompet,1182,09-08-2009,4,1.0,1.0,3,Family,No,11-08-2001,Others,NoSeWa,Paved,RM,2.6,3.7,2.9,3.13,272644,141371,10097940
P09417,T Nagar,1960,16-12-2006,53,2.0,1.0,5,AdjLand,No,18-12-1999,Others,NoSewr ,No Access,RL,4.7,2.0,3.0,3.26,518959,245064,14415540
P09544,Anna Nagar,1721,18-10-2006,171,1.0,1.0,4,AbNormal,No,26-10-1975,Others,ELO,No Access,RH,2.3,3.6,2.3,2.625,373817,90622,11327800
P08989,T Nagar,1868,22-05-2007,197,2.0,1.0,5,Normal Sale,No,01-06-1967,Commercial,NoSewr ,Gravel,RH,2.3,2.5,2.4,2.395,781305,340569,20033450
P04071,Chrompet,1263,14-11-2010,115,2.0,1.0,4,Partial,Yes,22-11-1977,House,ELO,No Access,RH,3.4,2.2,4.4,3.22,241922,33369,8342150
P04028,Karapakkam,1335,22-11-2010,89,2.0,2.0,4,Partial,Yes,24-11-2000,Commercial,NoSeWa,Gravel,RM,3.0,2.6,4.4,3.44,649325,168825,12986500
P01236,Chrompet,754,05-10-2012,125,1.0,1.0,2,Partial,Yes,07-10-2004,House,ELO,No Access,RH,3.4,2.5,2.1,2.65,198216,33036,6607200
P03264,Chrompet,990,24-04-2011,11,1.0,1.0,3,Partial,No,26-04-2000,House,NoSeWa,No Access,RL,2.6,3.5,4.2,3.44,197161,124138,7302250
P00920,Chrompt,869,01-05-2013,39,1.0,1.0,3,Family,No,06-05-1995,Others,NoSewr ,No Access,RM,4.3,4.8,3.3,4.2,220661,138935,8172630
P02871,KK Nagar,2237,09-07-2011,4,4.0,2.0,6,Normal Sale,No,15-07-1987,House,AllPub,Gravel,RM,2.8,3.1,4.2,3.45,487323,255845,12183080
P07711,Anna Nagar,1656,25-08-2008,56,1.0,1.0,4,AbNormal,Yes,30-08-1991,Others,NoSewr ,Gravel,RM,3.9,2.4,4.1,3.605,447611,283487,14920370
P04096,Velachery,1754,09-11-2010,177,2.0,1.0,4,AbNormal,No,22-11-1957,House,NoSeWa,No Access,I,3.6,3.4,3.9,3.6,241096,85093,7091060
P02248,Karapakkam,676,06-11-2011,156,1.0,1.0,2,Family,No,13-11-1982,Others,ELO,Gravel,A,3.8,2.9,2.2,2.89,153391,63601,3741250
P09780,Velachery,1563,16-08-2005,43,2.0,1.0,4,Family,No,23-08-1977,House,NoSeWa,Gravel,RM,4.7,4.5,2.6,3.98,303780,195987,9799360
P01388,Chrompet,767,14-06-2012,48,1.0,1.0,2,AbNormal,Yes,23-06-1978,Others,NoSewr ,Gravel,RH,4.9,4.3,4.4,4.51,274570,116484,8320290
P01900,Karapakkam,1558,18-01-2012,200,2.0,2.0,4,AdjLand,No,29-01-1967,House,AllPub,Paved,I,4.0,4.6,3.5,3.98,239624,77525,7047750
P03110,T Nagar,1706,25-05-2011,29,1.0,1.0,4,Normal Sale,Yes,04-06-1969,Others,NoSewr ,Paved,RH,4.2,4.8,3.1,3.855,353561,248803,13094870
P07369,Velachery,1798,06-12-2008,23,2.0,1.0,4,Family,Yes,14-12-1979,Commercial,AllPub,Gravel,RM,3.0,3.4,4.0,3.48,511811,204725,17060380
P07100,Anna Nagar,1717,26-02-2009,199,1.0,1.0,4,Family,Yes,06-03-1979,Commercial,NoSeWa,Paved,RM,2.7,4.4,4.0,3.645,731893,203304,20330350
P04638,KK Nagar,1464,27-07-2010,2,2.0,1.0,4,Family,Yes,03-08-1982,Others,NoSewr ,Paved,RH,4.8,4.0,3.1,3.88,394575,131525,9394640
P08179,Velachery,1744,30-03-2008,126,2.0,1.0,4,Family,Yes,10-04-1964,Others,ELO,No Access,A,2.6,4.2,2.7,3.35,253116,53691,7670180
P09458,Chrompet,1129,29-11-2006,198,1.0,1.0,3,Normal Sale,Yes,03-12-1989,House,NoSeWa,Gravel,RL,2.8,2.1,4.8,3.12,321822,140797,10056950
P01420,Chrompet,948,18-05-2012,78,1.0,1.0,3,AbNormal,Yes,20-05-2004,Commercial,NoSewr ,Gravel,RM,4.9,2.0,3.9,3.44,416124,208062,13870800
P03318,Chrompet,1167,14-04-2011,71,1.0,1.0,3,Normal Sale,Yes,22-04-1976,House,NoSeWa,No Access,RH,2.2,5.0,2.0,3.26,253327,40859,8171850
P09706,Velachery,1591,18-01-2006,27,2.0,1.0,4,AdjLand,No,23-01-1987,House,NoSewr ,Paved,I,3.0,3.7,3.6,3.5,309092,158723,8353830
P01579,T Nagar,1901,15-03-2012,75,2.0,1.0,5,Normal Sale,No,20-03-1993,House,NoSeWa,Gravel,RM,4.7,2.5,3.8,3.745,448049,238026,14001530
P01815,KK Nagar,2254,03-02-2012,195,4.0,2.0,6,Partial,Yes,05-02-2004,Others,AllPub,Paved,RH,3.3,2.5,3.7,3.22,472266,99424,12428040
P04557,Adyar,1015,09-08-2010,69,1.0,1.0,3,AbNormal,Yes,11-08-2000,Commercial,AllPub,Gravel,A,4.1,4.3,3.8,3.99,398972,84630,12090050
P04755,T Nagar,1584,04-07-2010,24,1.0,1.0,4,Partial,No,08-07-1993,House,ELO,Paved,RM,3.1,4.1,2.7,3.17,370363,81017,11573840
P02990,Karapakkam,616,17-06-2011,106,1.0,1.0,2,AdjLand,No,26-06-1975,Others,AllPub,Gravel,I,4.2,3.4,4.6,4.12,272600,43616,5452000
P04125,KK Nagar,2449,02-11-2010,190,4.0,2.0,6,Partial,No,08-11-1985,Others,NoSewr ,Gravel,RH,3.4,2.5,2.9,2.93,543793,205433,12084280
P02372,Chrompet,780,16-10-2011,168,1.0,1.0,2,AbNormal,No,25-10-1975,House,NoSewr ,No Access,RL,2.6,2.7,3.5,2.91,181279,87514,6251000
P06004,Velachery,2000,12-11-2009,14,3.0,2.0,5,Normal Sale,Yes,14-11-2000,Commercial,AllPub,No Access,RH,5.0,2.7,2.4,3.19,497086,347960,16569530
