,Model_1,Model_2,Model_3,Model_4,Model_5,Model_6
363,0.48976195,3.47725e-09,0.000102925515,0.32060868,0.473361,1.3579188e-09
364,0.5276716,1.0,1.0,0.9849821,0.5199586,1.0
365,0.4901592,4.4016404e-34,4.517544e-12,0.0341481,0.48097962,1.414525e-12
366,0.53313756,1.0,1.0,0.98660696,0.5314191,1.0
367,0.47721165,0.0,9.440072e-17,0.021188168,0.47901902,2.3238643e-22
368,0.51705706,1.0,1.0,0.94868684,0.51913476,1.0
369,0.524427,1.0,1.0,0.9787681,0.5044727,1.0
370,0.4914577,5.2703585e-29,1.3055348e-08,0.07531455,0.4951466,6.182564e-12
371,0.48140004,1.355784e-20,1.6071896e-08,0.06623408,0.48436087,2.6842534e-10
372,0.5177214,1.0,1.0,0.98163724,0.49990517,1.0
373,0.49410835,1.0,0.9999926,0.90897185,0.48844346,1.0
374,0.500676,2.8793638e-34,3.292756e-11,0.031578057,0.47448528,3.7388742e-19
375,0.48588318,9.888356e-17,4.3704684e-05,0.26247957,0.48135823,9.949353e-09
376,0.51592356,1.0,1.0,0.9687469,0.51372266,1.0
377,0.50044394,0.0,8.2289893e-13,0.03392831,0.4718,8.632961e-20
378,0.4743789,7.0837335e-24,4.8443954e-10,0.038624465,0.4803828,5.684786e-14
379,0.48705384,0.0,1.6822658e-15,0.022676283,0.473346,6.997381e-18
380,0.47760877,0.0,6.396885e-13,0.035523992,0.48552853,7.327505e-21
381,0.47770894,0.0,5.507587e-16,0.028195439,0.47174236,3.3751604e-21
382,0.53367853,1.0,1.0,0.99130833,0.52211636,1.0
383,0.51932114,1.0,1.0,0.9888969,0.5225551,1.0
384,0.48777074,3.187051e-37,2.1038124e-12,0.031698428,0.46129805,2.2141654e-16
385,0.49720693,7.0289037e-31,7.530418e-13,0.032982968,0.47461075,1.3571534e-15
386,0.48248354,0.0,5.26487e-15,0.019787578,0.47356305,3.6574414e-16
387,0.48548824,3.5870128e-32,6.5739536e-12,0.07432257,0.47126436,8.638825e-20
388,0.48223305,4.765428e-35,1.13641964e-10,0.049700193,0.45685345,1.8184344e-09
389,0.4984898,0.0,6.6297866e-12,0.09075809,0.49280187,1.818193e-15
390,0.49103925,0.0,6.963066e-16,0.02830455,0.46847552,4.9680295e-23
391,0.49272668,0.0,1.2111379e-12,0.030696107,0.47487462,1.2421069e-21
392,0.4815028,0.0,4.792177e-10,0.049204186,0.47135448,1.00913486e-13
393,0.47430924,2.9378755e-29,8.396151e-11,0.04082063,0.4741034,8.3660545e-10
394,0.5179519,1.0,1.0,0.9483377,0.5177092,1.0
395,0.493749,2.0210956e-38,1.0159668e-11,0.045182247,0.4558631,2.7614649e-17
396,0.49128,5.5678412e-36,7.381123e-12,0.04759611,0.47643256,9.264632e-22
397,0.5304168,1.0,1.0,0.99229795,0.5260104,1.0
398,0.47254184,6.1229205e-21,1.1693785e-09,0.06505459,0.48036638,1.5685135e-08
399,0.47245634,0.0,1.11162686e-13,0.020630937,0.4700226,6.0298623e-19
400,0.4814148,0.0,5.3019545e-15,0.02813532,0.4800992,3.298988e-21
401,0.5071365,1.0,1.0,0.97545356,0.5026949,1.0
402,0.4739656,0.0,4.575191e-16,0.026389532,0.47152328,3.7256206e-26
403,0.51483935,1.0,1.0,0.9639386,0.5109422,1.0
404,0.48167068,9.463662e-30,1.4454964e-10,0.13151045,0.47499332,2.883201e-18
405,0.51230097,1.0,1.0,0.9614322,0.5081366,1.0
406,0.47437367,2.5294526e-27,1.6398101e-07,0.046940833,0.49051526,7.697838e-11
407,0.4944618,0.0,3.5261002e-12,0.11082183,0.48658323,5.7847967e-16
408,0.48604918,1.5248846e-34,4.058427e-14,0.024230842,0.46110162,3.439187e-19
409,0.51905364,1.0,1.0,0.9879004,0.52469325,1.0
410,0.48003596,2.087462e-33,3.7860465e-10,0.043647084,0.46232295,4.1855817e-09
411,0.50590706,3.696793e-09,0.000154765,0.6081135,0.50171196,2.0913781e-08
412,0.49123675,1.0,1.0,0.629282,0.49325,1.0
413,0.4968833,1.2779592e-33,1.7629081e-12,0.03184528,0.4721611,1.8307447e-19
414,0.5289792,1.0,1.0,0.991807,0.520233,1.0
415,0.4805776,1.0,0.99999917,0.77570486,0.4760045,1.0
416,0.5228536,1.0,1.0,0.9901589,0.5179596,1.0
417,0.49418202,2.6801701e-33,4.0081033e-13,0.023151098,0.46971717,3.733355e-21
418,0.4849289,1.05218936e-22,7.7266424e-07,0.13228516,0.48974007,2.135634e-09
419,0.5013516,1.0,0.9999993,0.89414084,0.48028645,1.0
420,0.53438425,1.0,1.0,0.989134,0.52124697,1.0
421,0.5292599,1.0,1.0,0.9930467,0.52173775,1.0
422,0.4858117,3.2634114e-31,4.2674934e-08,0.07653915,0.49483442,2.5098762e-10
423,0.50021774,1.0,0.99999565,0.90095407,0.4799889,1.0
424,0.4739723,0.0,5.1418283e-16,0.028056156,0.47542003,6.8421734e-26
425,0.4752211,1.6059573e-31,7.931933e-10,0.08095999,0.47727746,2.1080516e-18
426,0.52002937,1.0,1.0,0.9927113,0.524764,1.0
427,0.519478,1.0,1.0,0.9827988,0.5255726,1.0
428,0.4903435,2.34039e-25,1.0832189e-07,0.06289729,0.4853831,2.1852012e-11
429,0.53090507,1.0,1.0,0.9886867,0.53333724,1.0
430,0.48773858,3.695142e-36,2.8979585e-08,0.07561007,0.48548064,3.0025964e-12
431,0.4873355,2.3481912e-30,5.814627e-10,0.060635813,0.46635857,9.606818e-13
432,0.48647338,6.1088478e-30,3.6965766e-08,0.093455106,0.4996758,8.2122996e-11
433,0.52317107,1.0,1.0,0.9764965,0.5110673,1.0
434,0.52862966,1.0,1.0,0.9833996,0.5151211,1.0
435,0.47893593,2.553898e-25,1.2589179e-09,0.042630836,0.5044091,1.4871911e-14
436,0.47003058,1.4360808e-26,9.058626e-09,0.048486035,0.48559368,1.0129392e-10
437,0.5009995,7.3133266e-34,2.987881e-11,0.03284028,0.46759173,2.8997256e-17
438,0.47525445,1.0,0.9999997,0.5041376,0.48676792,1.0
439,0.50012195,1.0,1.0,0.9794978,0.5046484,1.0
440,0.48573723,0.0,1.6306108e-11,0.042679664,0.46332297,4.984698e-15
441,0.501305,1.0,1.0,0.97289014,0.5083111,1.0
442,0.48708948,1.10066635e-32,2.782706e-12,0.07886107,0.4882701,4.2359218e-20
443,0.47432747,4.878225e-23,2.548046e-09,0.059685256,0.48504344,7.786416e-13
444,0.48230368,0.0,1.5591866e-15,0.024106361,0.46755376,1.635269e-20
445,0.48159033,4.0353437e-31,1.3015423e-11,0.040297825,0.47483957,4.4730827e-14
446,0.49332458,2.4161336e-36,1.4895218e-14,0.03249565,0.46084192,9.527852e-22
447,0.48865053,0.0,2.0741163e-13,0.018877285,0.47104794,1.9099143e-19
448,0.48592114,1.0,0.99999964,0.89268625,0.47129864,1.0
449,0.5246998,1.0,1.0,0.9836226,0.5041006,1.0
450,0.52161884,1.0,1.0,0.9748308,0.5142935,1.0
451,0.50018394,1.0,0.9999999,0.9205,0.48165596,1.0
452,0.5191393,1.0,1.0,0.97843117,0.5021712,1.0
453,0.48044157,3.7491662e-37,2.8164434e-11,0.02859481,0.4877794,1.2357804e-18
454,0.5236285,1.0,1.0,0.9886861,0.5204866,1.0
455,0.5293942,1.0,1.0,0.9742698,0.5086718,1.0
456,0.5174994,1.0,1.0,0.96843225,0.52024263,1.0
457,0.5238249,1.0,1.0,0.97139996,0.507167,1.0
458,0.5235959,1.0,1.0,0.9846107,0.503104,1.0
459,0.4892672,4.9349056e-28,1.700892e-11,0.03738721,0.4841477,5.6619564e-13
460,0.5098617,1.0,1.0,0.96917415,0.5211111,1.0
461,0.4898618,0.0,5.3673996e-15,0.024127245,0.47414386,5.920719e-22
462,0.470309,0.0,1.4907738e-16,0.025227195,0.48276642,1.0534285e-18
463,0.5312317,1.0,1.0,0.9850129,0.52463,1.0
464,0.4773985,2.4658234e-17,6.2143556e-08,0.077652946,0.47964913,2.0614819e-11
465,0.5149053,1.0,1.0,0.9623684,0.51767325,1.0
466,0.4915391,1.2977009e-36,2.1082545e-09,0.076965235,0.46610352,4.2704547e-13
467,0.5187254,1.0,1.0,0.98393744,0.5018735,1.0
468,0.5193006,1.0,1.0,0.9804428,0.5200491,1.0
469,0.47779992,1.5078368e-28,2.7661057e-12,0.041239973,0.47280508,1.4052207e-12
470,0.4780729,1.0,0.99999976,0.69312835,0.48446143,1.0
471,0.4913508,1.9538162e-15,1.9579606e-06,0.774816,0.4785939,3.636182e-10
472,0.5211668,1.0,1.0,0.9767245,0.5116774,1.0
473,0.47815135,2.5348755e-24,3.2738487e-08,0.14777201,0.47966546,3.0826933e-10
474,0.5306738,1.0,1.0,0.99193573,0.5275391,1.0
475,0.48162505,1.0,0.9999994,0.83286816,0.48795995,1.0
476,0.51086164,1.0,1.0,0.97113615,0.5189144,1.0
477,0.4880632,0.0,1.2966232e-12,0.054387435,0.48291498,2.1652133e-21
478,0.4816778,1.6818094e-31,1.1446202e-11,0.051320884,0.48313293,2.3379697e-12
479,0.515938,1.0,1.0,0.9735934,0.5080864,1.0
480,0.48380306,1.579482e-36,8.8516735e-08,0.07024119,0.4991496,3.9878555e-14
481,0.5100891,7.476578e-24,1.0516495e-11,0.032007538,0.46746513,2.83222e-16
482,0.48487452,6.6968024e-23,2.3278533e-10,0.08029322,0.46925452,1.8980946e-14
483,0.4870389,1.0,0.9999999,0.9343185,0.47467023,1.0
484,0.4951821,1.0448981e-36,1.3012129e-10,0.07652947,0.45668572,6.0532206e-15
485,0.48074722,3.513932e-32,3.687121e-11,0.17018332,0.49131957,1.07768703e-16
486,0.4837882,3.8935815e-37,2.4225616e-10,0.07569432,0.47444502,8.473595e-12
487,0.48298198,2.2927987e-37,8.317759e-15,0.018290926,0.46835375,7.5087806e-19
488,0.48891732,1.0,0.9999981,0.8699088,0.47335637,1.0
489,0.5209012,1.0,1.0,0.9855013,0.53429586,1.0
490,0.48540035,3.01969e-26,6.1092696e-06,0.073488176,0.48951325,2.13832e-09
491,0.49118015,0.0,1.3837817e-14,0.025452094,0.4671921,1.9652152e-23
492,0.48157072,0.0,6.1716745e-13,0.053197164,0.48241413,4.0632944e-20
493,0.47586396,0.0,5.917982e-16,0.027263759,0.47254717,1.1135687e-24
494,0.4940503,0.0,1.04231825e-10,0.078009516,0.49580267,9.345516e-13
495,0.5084543,1.0,1.0,0.97995067,0.5016074,1.0
496,0.48618215,1.3403089e-30,1.0343548e-10,0.04123183,0.48581868,5.6206112e-15
497,0.48346993,1.6289607e-29,4.2079681e-10,0.12610877,0.49049172,1.36149735e-17
498,0.49636665,1.0,0.9999999,0.9538102,0.48562557,1.0
499,0.5023142,1.0,0.9999998,0.95753896,0.48076612,1.0
500,0.51268387,1.0,1.0,0.98045784,0.53063536,1.0
501,0.47846937,2.2816178e-33,2.7499641e-10,0.04395904,0.4767579,3.9024214e-11
502,0.48078746,4.0112652e-30,8.3076e-14,0.020532906,0.46291903,5.1527965e-19
503,0.4911188,3.3706536e-38,3.042092e-14,0.02622458,0.46848246,4.618157e-21
504,0.5123516,1.0,1.0,0.98358697,0.52722764,1.0
505,0.48843485,0.0,6.567222e-16,0.027948964,0.46401304,3.2658874e-25
506,0.5192505,1.0,1.0,0.9760032,0.51509875,1.0
507,0.4961441,2.644944e-20,1.6799536e-08,0.45685992,0.46406105,3.350972e-13
508,0.51797324,1.0,1.0,0.9817705,0.52606225,1.0
509,0.5219703,1.0,1.0,0.98221,0.5244524,1.0
510,0.47296816,9.35423e-22,1.5685875e-07,0.05607837,0.47406137,6.47153e-11
511,0.4785865,4.28524e-24,1.0713385e-07,0.12831374,0.4819894,1.5217439e-15
512,0.49841762,1.540348e-27,2.2694733e-11,0.025792465,0.47048968,7.50678e-18
513,0.51587105,1.0,1.0,0.986757,0.499402,1.0
514,0.52244306,1.0,1.0,0.98753226,0.504773,1.0
515,0.51552993,1.0,1.0,0.95690334,0.5105413,1.0
516,0.5244733,1.0,1.0,0.976065,0.4989714,1.0
517,0.5214002,1.0,1.0,0.98240554,0.5233459,1.0
518,0.53053504,1.0,1.0,0.9915889,0.5309699,1.0
519,0.5209725,1.0,1.0,0.98768204,0.52590185,1.0
520,0.4984222,5.7296942e-31,2.0735814e-10,0.19334601,0.48844713,2.3481654e-14
521,0.47281548,2.4519002e-20,1.0604023e-09,0.04539142,0.47318384,2.466578e-08
522,0.49933204,9.300945e-26,2.2576264e-11,0.02724745,0.46732244,2.3598344e-18
523,0.48551187,0.0,8.422101e-15,0.02706455,0.46980318,2.8240166e-19
524,0.4840484,4.2452514e-37,5.8778743e-10,0.05967189,0.47471392,6.3216894e-15
525,0.5206499,1.0,1.0,0.9474771,0.50925934,1.0
526,0.51947284,1.0,1.0,0.98359835,0.5219839,1.0
527,0.48727626,3.4846303e-18,5.2242735e-09,0.1392844,0.48347476,4.522579e-12
528,0.52890134,1.0,1.0,0.99248177,0.5272342,1.0
529,0.48160577,0.0,6.757949e-14,0.023171155,0.47584957,3.9320262e-17
530,0.51207143,1.0,1.0,0.9748815,0.52012134,1.0
531,0.5269975,1.0,1.0,0.98507667,0.5332078,1.0
532,0.52345234,1.0,1.0,0.9759603,0.5171002,1.0
533,0.48213172,2.5898202e-36,1.3771407e-11,0.03858785,0.47125468,7.314007e-16
534,0.48145595,1.0,0.99999905,0.64218575,0.48025197,1.0
535,0.48152003,1.0,0.9999988,0.60685337,0.4802508,1.0
536,0.4946463,6.422852e-32,1.8439313e-12,0.027211234,0.4741931,2.9270191e-18
537,0.5188795,1.0,1.0,0.95619357,0.5042904,1.0
538,0.47962287,4.285091e-25,4.1586468e-08,0.043089278,0.4907249,6.305189e-16
539,0.4718764,1.5491395e-20,1.2586393e-09,0.055317655,0.48421967,1.0547445e-12
540,0.5086492,1.0,1.0,0.97629356,0.49583924,1.0
541,0.5243295,1.0,1.0,0.99260193,0.5242422,1.0
542,0.49015963,0.0,1.3033497e-09,0.13258159,0.4841883,2.4782266e-15
543,0.4754471,3.9465643e-21,5.6806164e-09,0.05894724,0.47096807,1.8196329e-07
544,0.47820628,4.015981e-30,1.350717e-07,0.061023947,0.49316183,3.1144056e-14
545,0.51661354,1.0,1.0,0.97981954,0.49685034,1.0
546,0.48552564,1.0,0.99999934,0.6528412,0.4830256,1.0
547,0.49563283,1.0,0.99999964,0.7157825,0.47526726,1.0
548,0.5072751,1.0,1.0,0.97146225,0.48846853,1.0
549,0.51202923,1.0,1.0,0.97924334,0.502569,1.0
550,0.4855884,6.4543412e-24,5.235916e-06,0.15879878,0.4850811,2.1567438e-13
551,0.49329698,1.0,0.9999948,0.5149972,0.4719073,1.0
552,0.5009856,1.0,0.999998,0.9662438,0.48421893,1.0
553,0.51537263,1.0,1.0,0.9804075,0.50377655,1.0
554,0.5163036,1.0,1.0,0.98410875,0.5077177,1.0
555,0.4790653,1.799297e-20,5.2890255e-07,0.1887148,0.4997534,2.2356296e-16
556,0.47121838,0.0,7.055068e-16,0.027356392,0.47680694,1.0821896e-24
557,0.51116174,1.0,1.0,0.9788911,0.49136308,1.0
558,0.516662,1.0,1.0,0.933484,0.5208947,1.0
559,0.4907191,1.0,0.99999976,0.9358089,0.47886822,1.0
560,0.49022657,0.0,1.8473858e-11,0.0902796,0.49509254,2.2989012e-16
561,0.4810007,1.2920494e-22,2.5007982e-09,0.07387804,0.47013825,1.5414649e-12
562,0.5215393,1.0,1.0,0.9873966,0.5278208,1.0
563,0.48605695,6.269918e-35,1.7360088e-10,0.077461876,0.46969223,4.8690977e-15
564,0.5212331,1.0,1.0,0.97703093,0.50677997,1.0
565,0.48871,1.380286e-33,4.1649047e-14,0.023121763,0.46498364,1.07372915e-20
566,0.5115208,1.0,1.0,0.97598946,0.49718922,1.0
567,0.47773865,3.501504e-38,3.3148454e-13,0.043786082,0.4712629,2.2375825e-17
568,0.5215398,1.0,1.0,0.97157085,0.51376134,1.0
569,0.5293243,1.0,1.0,0.9877244,0.522973,1.0
570,0.5117929,1.0,1.0,0.97547644,0.51591504,1.0
571,0.48885542,5.984234e-13,1.6573887e-05,0.8562858,0.47187287,1.6379762e-08
572,0.49185956,0.0,1.00754925e-11,0.0786072,0.48692316,2.16636e-15
573,0.4868073,8.9927416e-32,7.4539735e-11,0.028613904,0.47556263,2.694716e-19
574,0.5161285,1.0,1.0,0.9870928,0.5169333,1.0
575,0.49061462,0.0,2.578771e-12,0.03667033,0.4625898,5.891268e-16
576,0.5259148,1.0,1.0,0.9923736,0.5217404,1.0
577,0.48210487,0.0,7.502407e-16,0.023639455,0.4760377,4.009387e-21
578,0.47013605,2.9895657e-28,6.351543e-11,0.035941076,0.47994173,8.716492e-14
579,0.5207384,1.0,1.0,0.9534967,0.51246184,1.0
580,0.48077464,1.1734614e-30,5.0539125e-08,0.03848183,0.49131718,8.852993e-15
581,0.5043071,2.2252663e-31,3.4707512e-12,0.034243885,0.46363476,1.5128281e-18
582,0.49116096,4.171666e-35,3.6347727e-11,0.032630615,0.47644487,1.6916635e-20
583,0.49339098,1.0,0.9999991,0.835503,0.47919193,1.0
584,0.5297542,1.0,1.0,0.99351466,0.5224781,1.0
585,0.47924444,0.0,6.44268e-13,0.044705514,0.47756132,5.1395312e-17
586,0.48342705,3.385254e-30,8.4946656e-08,0.060805783,0.49254343,2.1722554e-12
587,0.48380592,0.0,8.126198e-14,0.024047626,0.4708524,8.0352933e-22
588,0.52730197,1.0,1.0,0.9903425,0.52921736,1.0
589,0.4827545,0.0,3.1863815e-15,0.023359489,0.4711675,3.8280057e-27
590,0.48251516,0.0,1.1902908e-16,0.022629917,0.4713698,5.768605e-22
591,0.4788883,1.3125467e-29,8.850563e-11,0.03295814,0.4751379,7.212813e-18
592,0.5195307,1.0,1.0,0.9817288,0.49947017,1.0
593,0.49284285,1.8309144e-13,5.828512e-07,0.7175775,0.47373867,2.8932678e-13
594,0.49349853,5.2309818e-36,9.783959e-12,0.03998753,0.47391936,1.4238451e-19
595,0.47237933,3.7854183e-25,1.0643591e-10,0.03928175,0.4722057,1.3914482e-15
596,0.48169252,1.810695e-32,6.8076213e-12,0.040117066,0.46585882,1.7470248e-16
597,0.4803879,2.116391e-33,2.3914373e-08,0.04440359,0.49450752,2.8714078e-14
598,0.48114252,0.0,2.0218903e-15,0.02338469,0.47806326,1.4090165e-22
599,0.51041186,1.0,1.0,0.98169553,0.49936914,1.0
600,0.49477223,4.82212e-26,1.1060488e-11,0.063205965,0.47589535,5.6954596e-16
601,0.49177393,0.0,4.8651265e-14,0.020826006,0.47144952,1.1047412e-19
602,0.5266642,1.0,1.0,0.9809894,0.509298,1.0
603,0.50152826,0.0,4.331293e-15,0.026236795,0.4639435,9.1039454e-26
604,0.5210546,1.0,1.0,0.9792743,0.5166715,1.0
605,0.48272657,0.0,1.3414497e-11,0.045187782,0.46199375,4.3461347e-17
606,0.53451025,1.0,1.0,0.9762599,0.5013153,1.0
607,0.47697553,3.8297718e-35,2.3114895e-12,0.034307815,0.47716585,3.237251e-15
608,0.48899916,1.8626735e-38,7.1622014e-10,0.07663044,0.49196163,3.4911532e-16
609,0.5241161,1.0,1.0,0.9884097,0.5207018,1.0
610,0.5305705,1.0,1.0,0.988935,0.5199146,1.0
611,0.49936503,1.0,0.99999744,0.897993,0.47601,1.0
612,0.47897232,0.0,3.8271214e-16,0.024872752,0.47431514,1.8445485e-18
613,0.47880307,8.220198e-22,1.1180257e-06,0.058058754,0.48485652,3.2539244e-10
614,0.53427696,1.0,1.0,0.9939115,0.5248152,1.0
615,0.47681177,9.019777e-25,1.2517366e-10,0.09993162,0.47697937,6.663342e-16
616,0.53230387,1.0,1.0,0.9834907,0.50606036,1.0
617,0.49106687,1.7444906e-20,9.13105e-07,0.724362,0.50016516,3.1838272e-13
618,0.52162933,1.0,1.0,0.97149736,0.5052625,1.0
619,0.53514606,1.0,1.0,0.9883457,0.5283107,1.0
620,0.52503103,1.0,1.0,0.97299695,0.51628935,1.0
621,0.4934981,4.2592892e-19,4.7719107e-07,0.7006558,0.48802698,2.6471162e-11
622,0.51922035,1.0,1.0,0.97330964,0.49487478,1.0
623,0.49103844,1.2251874e-24,1.7146976e-10,0.058890052,0.47127745,1.4553577e-15
